epoch,train_mse,train_rmse,test_mse,test_rmse,test_mae
1.170000000000000000e+02,6.026350021362304688e+00,2.454862525959917274e+00,2.057402599273598920e+00,1.434364876617382434e+00,1.048644453287124634e+00
1.180000000000000000e+02,6.025255680084228516e+00,2.454639623261269943e+00,2.058087815322214631e+00,1.434603713686192439e+00,1.048070869266986893e+00
1.190000000000000000e+02,6.024163722991943359e+00,2.454417186012178842e+00,2.055588864827877948e+00,1.433732494166146010e+00,1.046864455342292777e+00
1.200000000000000000e+02,6.023003101348876953e+00,2.454180739340294792e+00,2.050228435090277301e+00,1.431861877099281255e+00,1.045077894687652664e+00
1.210000000000000000e+02,6.021782875061035156e+00,2.453932125194385971e+00,2.043630142321577470e+00,1.429555924866731997e+00,1.043063133716583213e+00
1.220000000000000000e+02,6.020533561706542969e+00,2.453677558626345512e+00,2.037316715030232483e+00,1.427346038993429378e+00,1.041120334327220842e+00
1.230000000000000000e+02,6.019303798675537109e+00,2.453426949936666990e+00,2.032234128540847617e+00,1.425564494697047158e+00,1.039436705231666647e+00
1.240000000000000000e+02,6.018085956573486328e+00,2.453178745337054600e+00,2.028327302024117706e+00,1.424193561993635004e+00,1.038016801178455406e+00
1.250000000000000000e+02,6.016901969909667969e+00,2.452937416631265855e+00,2.024486773164127840e+00,1.422844606119771482e+00,1.036590162754058797e+00
1.260000000000000000e+02,6.015723228454589844e+00,2.452697133454228684e+00,2.019664416745654112e+00,1.421148977674632885e+00,1.034879515707492814e+00
1.270000000000000000e+02,6.014629364013671875e+00,2.452474131160953252e+00,2.013483528060023620e+00,1.418972701661319391e+00,1.032822153508663243e+00
1.280000000000000000e+02,6.013628005981445312e+00,2.452269970044376191e+00,2.007300622353912267e+00,1.416792370940044288e+00,1.030809168756008143e+00
1.290000000000000000e+02,6.012679100036621094e+00,2.452076487395248527e+00,2.002941796924395224e+00,1.415253262467320861e+00,1.029364482760429356e+00
1.300000000000000000e+02,6.011698246002197266e+00,2.451876474458327237e+00,2.000127111204259567e+00,1.414258502256309447e+00,1.028421502053737724e+00
1.310000000000000000e+02,6.010641574859619141e+00,2.451660982856239013e+00,1.997538671841612157e+00,1.413343083558133095e+00,1.027642150461673731e+00
1.320000000000000000e+02,6.009575366973876953e+00,2.451443527184315130e+00,1.994337393937108516e+00,1.412210109699370664e+00,1.026827755331993108e+00
1.330000000000000000e+02,6.008538246154785156e+00,2.451231985380980749e+00,1.990028027646767450e+00,1.410683532067616985e+00,1.025785978555679323e+00
1.340000000000000000e+02,6.007573604583740234e+00,2.451035210800477149e+00,1.984974666831316403e+00,1.408891289926698542e+00,1.024570080757141177e+00
1.350000000000000000e+02,6.006639480590820312e+00,2.450844646359866541e+00,1.980440600719419297e+00,1.407281279886654080e+00,1.023410771727562008e+00
1.360000000000000000e+02,6.005671024322509766e+00,2.450647062374039731e+00,1.978263156709843207e+00,1.406507432155921222e+00,1.022737518131732859e+00
1.370000000000000000e+02,6.004703521728515625e+00,2.450449657048378249e+00,1.978633146314416003e+00,1.406638953788219348e+00,1.022600317537784687e+00
1.380000000000000000e+02,6.003720760345458984e+00,2.450249122098701715e+00,1.978638136646477586e+00,1.406640727636761401e+00,1.022290126919746411e+00
1.390000000000000000e+02,6.002723217010498047e+00,2.450045554068433606e+00,1.978713296715868708e+00,1.406667443540181139e+00,1.021983239948749622e+00
1.400000000000000000e+02,6.001752376556396484e+00,2.449847419035805274e+00,1.976946843040175761e+00,1.406039417313816209e+00,1.021232075512409132e+00
1.410000000000000000e+02,6.000807762145996094e+00,2.449654620991701393e+00,1.974003155678219601e+00,1.404992226198500838e+00,1.020229154109954850e+00
1.420000000000000000e+02,5.999816894531250000e+00,2.449452366250719937e+00,1.970908647245494638e+00,1.403890539623903422e+00,1.019234419047832407e+00
1.430000000000000000e+02,5.998875141143798828e+00,2.449260121167982085e+00,1.968634554004645931e+00,1.403080380450331122e+00,1.018498586714267740e+00
1.440000000000000000e+02,5.997908115386962891e+00,2.449062701399652209e+00,1.967386580569727705e+00,1.402635583667307229e+00,1.018085090994834907e+00
1.450000000000000000e+02,5.996961593627929688e+00,2.448869452140707725e+00,1.966807667876710131e+00,1.402429202447207368e+00,1.017900458872318170e+00
1.460000000000000000e+02,5.995999813079833984e+00,2.448673071906462884e+00,1.966202808463771268e+00,1.402213538824872208e+00,1.017758973002433676e+00
1.470000000000000000e+02,5.995062828063964844e+00,2.448481739377274646e+00,1.965425569910788983e+00,1.401936364429851256e+00,1.017601036250591173e+00
1.480000000000000000e+02,5.994164466857910156e+00,2.448298279797196386e+00,1.964595753618166851e+00,1.401640379561807093e+00,1.017425815343856899e+00
1.490000000000000000e+02,5.993264675140380859e+00,2.448114514302870859e+00,1.964292961455532449e+00,1.401532361900906132e+00,1.017338772296905614e+00
1.500000000000000000e+02,5.992360115051269531e+00,2.447929761053464048e+00,1.965400232515297940e+00,1.401927327829548320e+00,1.017553301692009082e+00
1.510000000000000000e+02,5.991472721099853516e+00,2.447748500377408654e+00,1.967424519475665878e+00,1.402649107751352764e+00,1.017969049394130687e+00
1.520000000000000000e+02,5.990591526031494141e+00,2.447568492612922419e+00,1.969364393428666427e+00,1.403340441029427010e+00,1.018354009032249374e+00
1.530000000000000000e+02,5.989730834960937500e+00,2.447392660559587707e+00,1.969888928667060002e+00,1.403527316680035275e+00,1.018385153055191061e+00
1.540000000000000000e+02,5.988867759704589844e+00,2.447216328750809300e+00,1.969026632086490203e+00,1.403220093957640691e+00,1.018080641686916366e+00
1.550000000000000000e+02,5.988024234771728516e+00,2.447043978920634189e+00,1.967635397406295006e+00,1.402724277043174039e+00,1.017646761894225982e+00
1.560000000000000000e+02,5.987171173095703125e+00,2.446869668187438229e+00,1.967017848585266515e+00,1.402504134961913840e+00,1.017398672819137539e+00
1.570000000000000000e+02,5.986308574676513672e+00,2.446693396132117115e+00,1.967155357061419529e+00,1.402553156590301775e+00,1.017331659317016523e+00
1.580000000000000000e+02,5.985464096069335938e+00,2.446520814558776014e+00,1.967770720941713014e+00,1.402772512184963238e+00,1.017383992612362009e+00
1.590000000000000000e+02,5.984661579132080078e+00,2.446356797184760623e+00,1.968215917809400750e+00,1.402931187838306171e+00,1.017405996799469081e+00
1.600000000000000000e+02,5.983820915222167969e+00,2.446184971587832990e+00,1.968177151266718328e+00,1.402917371503652921e+00,1.017315839767455987e+00
1.610000000000000000e+02,5.982988834381103516e+00,2.446014888421798705e+00,1.968092100950889378e+00,1.402887059228535849e+00,1.017210867464542368e+00
1.620000000000000000e+02,5.982177257537841797e+00,2.445848985022959443e+00,1.968301493721955842e+00,1.402961686476845937e+00,1.017165431857109059e+00
1.630000000000000000e+02,5.981347084045410156e+00,2.445679268433498255e+00,1.969252546749834520e+00,1.403300590304812356e+00,1.017287594914436433e+00
1.640000000000000000e+02,5.980525493621826172e+00,2.445511294928286894e+00,1.970553693855123134e+00,1.403764116173056742e+00,1.017486742258072008e+00
1.650000000000000000e+02,5.979729652404785156e+00,2.445348574826252896e+00,1.971380836665164615e+00,1.404058701288932731e+00,1.017577818274497892e+00
1.660000000000000000e+02,5.978912830352783203e+00,2.445181553658701823e+00,1.971818731192499508e+00,1.404214631455070528e+00,1.017595788598060658e+00
1.670000000000000000e+02,5.978119850158691406e+00,2.445019396683529855e+00,1.972106007681635687e+00,1.404316918534287195e+00,1.017596207141876263e+00
1.680000000000000000e+02,5.977314949035644531e+00,2.444854790991817683e+00,1.972712900230020772e+00,1.404532982962671817e+00,1.017679057657718600e+00
1.690000000000000000e+02,5.976513862609863281e+00,2.444690954417319428e+00,1.973984258574666528e+00,1.404985501197313580e+00,1.017935103476047543e+00
1.700000000000000000e+02,5.975730895996093750e+00,2.444530813059245133e+00,1.975445148702769105e+00,1.405505300133289781e+00,1.018230257749557444e+00
1.710000000000000000e+02,5.974934101104736328e+00,2.444367832611273883e+00,1.976531850764644327e+00,1.405891834660349726e+00,1.018424949228763587e+00
1.720000000000000000e+02,5.974142551422119141e+00,2.444205914284252490e+00,1.977363821603532523e+00,1.406187690745276164e+00,1.018542287349700981e+00
1.730000000000000000e+02,5.973343372344970703e+00,2.444042424415945103e+00,1.978320994192559690e+00,1.406527992680046024e+00,1.018673184871673687e+00
1.740000000000000000e+02,5.972570896148681641e+00,2.443884386821250754e+00,1.979899825722444717e+00,1.407089132117238961e+00,1.018964926421642270e+00
1.750000000000000000e+02,5.971776962280273438e+00,2.443721948643149844e+00,1.981998710670333841e+00,1.407834759718033846e+00,1.019409859478473734e+00
1.760000000000000000e+02,5.971024513244628906e+00,2.443567988259100598e+00,1.983900225181190802e+00,1.408509930806734145e+00,1.019829574525356275e+00
1.770000000000000000e+02,5.970253944396972656e+00,2.443410310282939868e+00,1.985201629712799232e+00,1.408971834251060873e+00,1.020118961036205363e+00
1.780000000000000000e+02,5.969471454620361328e+00,2.443250182568367457e+00,1.985961655683815552e+00,1.409241517868323301e+00,1.020278516650199974e+00
1.790000000000000000e+02,5.968727588653564453e+00,2.443097949050255568e+00,1.987513972190485312e+00,1.409792173403755733e+00,1.020630686342716142e+00
1.800000000000000000e+02,5.967963218688964844e+00,2.442941509469468198e+00,1.989648565990646656e+00,1.410549029984653480e+00,1.021112268626689801e+00
1.810000000000000000e+02,5.967208385467529297e+00,2.442787011891853322e+00,1.991863013016307304e+00,1.411333770947293509e+00,1.021617968082427996e+00
1.820000000000000000e+02,5.966476917266845703e+00,2.442637287291514081e+00,1.993941492941929017e+00,1.412069932029546893e+00,1.022099331974983150e+00
1.830000000000000000e+02,5.965725421905517578e+00,2.442483453762894552e+00,1.995862939413724169e+00,1.412750133397170815e+00,1.022551891088485654e+00
1.840000000000000000e+02,5.964995861053466797e+00,2.442334101029886906e+00,1.997988327554026888e+00,1.413502149822923659e+00,1.023071779370307910e+00
1.850000000000000000e+02,5.964255332946777344e+00,2.442182493784356367e+00,2.000279354910948104e+00,1.414312325800404002e+00,1.023642042398452690e+00
1.860000000000000000e+02,5.963525295257568359e+00,2.442033025013701231e+00,2.002345003397280276e+00,1.415042403391955084e+00,1.024158123433589918e+00
1.870000000000000000e+02,5.962794780731201172e+00,2.441883449456832889e+00,2.004052635399964810e+00,1.415645660255406169e+00,1.024601910114288250e+00
1.880000000000000000e+02,5.962074756622314453e+00,2.441736012885568741e+00,2.006051093204828994e+00,1.416351331133920644e+00,1.025117773532867371e+00
1.890000000000000000e+02,5.961354255676269531e+00,2.441588469762312030e+00,2.008245594732235961e+00,1.417125821771742400e+00,1.025692330896854410e+00
1.900000000000000000e+02,5.960630416870117188e+00,2.441440234138472221e+00,2.009913583153715155e+00,1.417714210676367381e+00,1.026132719933986692e+00
1.910000000000000000e+02,5.959922313690185547e+00,2.441295212318695729e+00,2.012418579395117479e+00,1.418597398628348438e+00,1.026771704077720671e+00
1.920000000000000000e+02,5.959187507629394531e+00,2.441144712553803942e+00,2.015170780299440967e+00,1.419567110178113767e+00,1.027464229047298394e+00
